userName;content;score;at;sentimen;hasil_prediksi;kategori;sentimen_kategori
Achmad Noviawan;good app;50;19/01/2021 11:23;puas;puas;sistem aplikasi;sistem aplikasi
Muktiyanto Nugroho;useful app when pandemic.;50;19/01/2021 11:17;puas;puas;sistem aplikasi;sistem aplikasi
Ivy Ng;enjoying the ride with the driver;50;19/01/2021 11:09;puas;puas;driver;driver
Alex Scott;horrible experience trying to change language to english from thai when trying to order food. finally gave up. will now try foodpanda. disappointed does not even come close. horrible!!!;10;19/01/2021 11:02;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
agnes ruiz (Mang);this was a very relaxing ride drom sm makati to my home ...with a well- trained and well-mannered driver -partner.;50;19/01/2021 10:58;puas;puas;driver;driver
eva kustari;good;50;19/01/2021 10:51;puas;puas;lainnya;lainnya
Nor Zarina Mohd Azhari;great app. very convenient.;40;19/01/2021 10:49;puas;puas;sistem aplikasi;sistem aplikasi
GreenV RS;i like this apps better than fp in terms of food delivery. has great tracking system.;50;19/01/2021 10:38;puas;puas;sistem aplikasi;sistem aplikasi
ria Amini;everything is so expensive here... don't install!!!!!;10;19/01/2021 10:31;tidak puas;tidak puas;lainnya;sistem aplikasi
Yuli Tiyawati;great;50;19/01/2021 10:31;puas;puas;lainnya;lainnya
Noor Shazwana;please allow us to topup below then 50.00;20;19/01/2021 10:19;tidak puas;tidak puas;lainnya;sistem aplikasi
raylee Lee;okay kayoo;40;19/01/2021 10:13;puas;puas;lainnya;lainnya
Zali Abas;so far so good...;40;19/01/2021 10:04;puas;puas;lainnya;lainnya
Alfons Hendrata;helpful apps and user friendly;50;19/01/2021 10:03;puas;puas;sistem aplikasi;sistem aplikasi
Dennis Padron;good;50;19/01/2021 09:58;puas;puas;lainnya;lainnya
krongmy0930@hotmail.com mei jen;user friendly!;50;19/01/2021 09:54;puas;puas;lainnya;sistem aplikasi
Saila Leivon;foood;40;19/01/2021 09:34;puas;puas;lainnya;lainnya
Jesmine Jes;good service and very respectfully. in;50;19/01/2021 09:19;puas;puas;lainnya;lainnya
Felicia Yan;lumayan ok. cuman nya banyak diskon or coupon yg ga bisa dipakai untuk takeaway. padahal selama pandemi banyak take away.buat apa kasih banyak diskon tapi ga kepake.terima kasih.;40;19/01/2021 09:12;puas;netral;driver;driver
Rayhan Arya;excellent;50;19/01/2021 09:11;puas;puas;lainnya;lainnya
Francy Iriani;lost some money on ovo;30;19/01/2021 09:08;netral;netral;lainnya;sistem aplikasi
Amna Kusumo;the app has improved a lot. my experience has been good and the drivers attitide have also improved. no complaints.;50;19/01/2021 09:00;puas;puas;driver;driver
Caryl Xylyn Cabana;👍;40;19/01/2021 08:41;puas;05/08/2020 12:29;lainnya;driver
Zdravko Zdravkov;very reliable service and application;50;19/01/2021 08:41;puas;puas;sistem aplikasi;sistem aplikasi
Retty Widha;worst app! gila kasih alamat dimana taro titik pointnya dimana. alhasil bikin berantem sama drivernya;50;19/01/2021 08:25;puas;tidak puas;driver;driver
Mas brew;good almost excellent.;40;19/01/2021 08:21;puas;puas;lainnya;lainnya
CHAMP;great job;50;19/01/2021 08:17;puas;puas;lainnya;lainnya
Bunda Cle;good but the price more expensive for delivery cost;50;19/01/2021 08:16;puas;netral;lainnya;lainnya
Sarisa S.;good app.;50;19/01/2021 08:01;puas;puas;sistem aplikasi;sistem aplikasi
Rumar John Betanghol;ayaw ma installed;10;19/01/2021 07:46;tidak puas;tidak puas;lainnya;lainnya
Natalia Lia;can't update..i'll try many times .always failed;10;19/01/2021 07:42;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Dyra Ahmad;grabfood great 👍;50;19/01/2021 07:39;puas;puas;lainnya;lainnya
Roma Tiangco;couldnt update. im.experiencing error nonstop.;20;19/01/2021 07:38;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Dewi Sartika;👍👍👍👍👍;50;19/01/2021 07:37;puas;05/08/2020 12:29;lainnya;driver
Azzam Kenzie;good;50;19/01/2021 07:29;puas;puas;lainnya;lainnya
Dennise Prestoza;ang ganda at ang ang galing ng app nato!💗;50;19/01/2021 07:26;puas;puas;sistem aplikasi;sistem aplikasi
Dika Keaton;overall is good but it takes too much space storage every update;20;19/01/2021 07:17;tidak puas;netral;sistem aplikasi;sistem aplikasi
Sandy Cheeks;this app sucks easy to get my money but i can't get it back;10;19/01/2021 07:12;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Zin Rose Uy;smooth rides;50;19/01/2021 06:56;puas;puas;lainnya;lainnya
Joan Hartley;good;50;19/01/2021 06:56;puas;puas;lainnya;lainnya
Khamliza Ismail;reliable;50;19/01/2021 06:31;puas;puas;lainnya;lainnya
Te Chhorvan តែ ឆវណ្ណ;dont have promotion anymore?;40;19/01/2021 06:29;puas;tidak puas;lainnya;sistem aplikasi
ys;good apps...a lot of improvements can been made👍🏼;40;19/01/2021 06:28;puas;puas;sistem aplikasi;sistem aplikasi
Ken Tanone;must have apps...;50;19/01/2021 06:24;puas;puas;sistem aplikasi;sistem aplikasi
Christine Carlos;where did ninjavan go? it's not in the delivery section anymore;50;19/01/2021 06:13;puas;netral;lainnya;sistem aplikasi
Rina Oei;very convenient;50;19/01/2021 06:10;puas;puas;lainnya;lainnya
Sakina Zainudin;convenient for daily necessities;50;19/01/2021 06:03;puas;puas;lainnya;lainnya
MUHAMMAD JUSRIANTO;grab is good;50;19/01/2021 06:03;puas;puas;lainnya;lainnya
Carmen Villaseran;very good;40;19/01/2021 05:59;puas;puas;lainnya;lainnya
Adhi Yustisio;great app! make us interested;50;19/01/2021 05:49;puas;puas;sistem aplikasi;sistem aplikasi
Joe M.;🤝;50;19/01/2021 05:44;puas;05/08/2020 12:29;lainnya;driver
jaromme Ronabio;verry good;50;19/01/2021 05:41;puas;puas;lainnya;lainnya
Johnny Cariaga;nice job;50;19/01/2021 05:38;puas;puas;driver;driver
Khairiza Izwanie;efficient!;50;19/01/2021 05:20;puas;puas;lainnya;lainnya
Kamine Nathan;excellent;50;19/01/2021 05:17;puas;puas;lainnya;lainnya
Norfarizal Ahmad Khir;so far i have no problem with the app. mostly i use to order food. and its alway on time. if delay some rider will msg or call to inform.;40;19/01/2021 05:15;puas;netral;sistem aplikasi;sistem aplikasi
Wai Yee Wang;is user friendly;50;19/01/2021 05:06;puas;puas;lainnya;sistem aplikasi
Cindy Pang;experience using the transport grab is quite good. drivers come quite fast. smooth ride. the ap itself is not so easy to use. takes some getting used to.;40;19/01/2021 05:02;puas;puas;driver;driver
Fery Sofian;mantabbbbbb;50;19/01/2021 04:59;puas;05/08/2020 12:29;lainnya;lainnya
Coneve Chiuco;been using this for years!;50;19/01/2021 04:49;puas;tidak puas;lainnya;sistem aplikasi
Phai Yarungsee;good care for customer;50;19/01/2021 04:46;puas;puas;lainnya;lainnya
Mariflor Bonon;nice app;50;19/01/2021 04:44;puas;puas;driver;driver
Supasun Somol;food delivery is really great!!;40;19/01/2021 04:32;puas;puas;lainnya;sistem aplikasi
A Google user;too high for grab car;40;19/01/2021 04:30;puas;netral;lainnya;lainnya
osman;good job;50;19/01/2021 04:24;puas;puas;lainnya;lainnya
Vy ILUSM;good services;50;19/01/2021 04:14;puas;puas;lainnya;lainnya
Kim J;flawless transaction on all services;50;19/01/2021 04:13;puas;puas;lainnya;lainnya
helisa damayatie;cool..very helpfull;50;19/01/2021 04:10;puas;puas;lainnya;lainnya
Loveena Ly;so far the app works fine.;50;19/01/2021 03:56;puas;puas;sistem aplikasi;sistem aplikasi
EG Galley;good apps.;50;19/01/2021 03:52;puas;puas;sistem aplikasi;sistem aplikasi
Muhammad Ehsan;good;50;19/01/2021 03:52;puas;puas;lainnya;lainnya
Syahdan Keliat;good;50;19/01/2021 03:43;puas;puas;lainnya;lainnya
saiful ezral;punctual;50;19/01/2021 03:40;puas;puas;lainnya;lainnya
Irina Ignateva;best app to take rides and order delivery in kl;50;19/01/2021 03:37;puas;puas;sistem aplikasi;sistem aplikasi
periwinkle Blossom;👍👍👍❤️;50;19/01/2021 03:33;puas;05/08/2020 12:29;lainnya;driver
nisrina kamilia;it always says there's something wrong😖;40;19/01/2021 03:16;puas;tidak puas;lainnya;sistem aplikasi
Alief Avisenna;di;50;19/01/2021 03:12;puas;tidak puas;lainnya;driver
Extreme Pasanga Creations;nice app.;50;19/01/2021 03:10;puas;puas;driver;driver
F;added comments in 2021:rewards and point are getting lesser and lesser value from time to time☹️ charges applied for food order below rm12 love your rewards n good app keep it up. please continue to reward your royal customers and provide more value and not just at the start time for suitainable. cheers;50;19/01/2021 03:06;puas;netral;sistem aplikasi;sistem aplikasi
Kesava Priya;easy;50;19/01/2021 03:06;puas;puas;sistem aplikasi;sistem aplikasi
Rose Aligada;fast delivery and nice driver;50;19/01/2021 03:01;puas;puas;driver;driver
Tedjo Pekik;kebanyakan minta update versi tanda tim development tak kompeten;10;19/01/2021 02:54;tidak puas;netral;sistem aplikasi;sistem aplikasi
Olivier Cerejo Meneses;great;40;19/01/2021 02:54;puas;puas;lainnya;lainnya
07 CHRISTIE ANAK MARAJAN;👍;50;19/01/2021 02:50;puas;05/08/2020 12:29;lainnya;driver
Litta Sugiharto;promo nga promo sama aja.;10;19/01/2021 02:18;tidak puas;tidak puas;lainnya;lainnya
Rose Cuenco;good service;50;19/01/2021 02:12;puas;puas;lainnya;lainnya
Hasrul Passarebu;user friendly;50;19/01/2021 02:07;puas;puas;lainnya;sistem aplikasi
Ranu Barata;top;50;19/01/2021 02:03;puas;puas;lainnya;lainnya
Izzat Khan;solves a portion of my problems. very useful app 👍;50;19/01/2021 02:00;puas;puas;sistem aplikasi;sistem aplikasi
Rendy J A S A D;good............nice application................. ........very easy............. ................;50;19/01/2021 01:52;puas;puas;driver;driver
Mimi Gwe;good;50;19/01/2021 01:48;puas;puas;lainnya;lainnya
Arquila Sam;so far grab food has never caused any inconvenience to me. i am satisfied with this app;50;19/01/2021 01:41;puas;puas;sistem aplikasi;sistem aplikasi
Alona Lasconia;i can't log in!!!!;10;19/01/2021 00:57;tidak puas;tidak puas;lainnya;sistem aplikasi
Edward Ong;driver friendly and helpful n kind.;50;19/01/2021 00:47;puas;puas;driver;driver
Vince MAE;nice;50;19/01/2021 00:47;puas;puas;driver;driver
Amadeus Redwood;much better than foodpanda;50;19/01/2021 00:15;puas;puas;lainnya;lainnya
Tetty Lumbanraja;good;50;19/01/2021 00:09;puas;puas;lainnya;lainnya
Warren Leng;very useful when you can't get a cab.;50;18/01/2021 23:38;puas;puas;lainnya;sistem aplikasi
Sohel Mahmood;work;50;18/01/2021 23:37;puas;tidak puas;lainnya;lainnya
Kamsiah Kamsiah;oklah. still need improvement here n there;40;18/01/2021 23:17;puas;netral;lainnya;lainnya
ijariffin_;good;50;18/01/2021 23:03;puas;puas;lainnya;lainnya
Illumi;love it;50;18/01/2021 22:51;puas;puas;lainnya;lainnya
Kyo Roy Crespo (ᴏǫπ);i can't verify my account using my facebook;10;18/01/2021 22:47;tidak puas;tidak puas;lainnya;sistem aplikasi
Hamidah Haji Ismail;first class;50;18/01/2021 22:33;puas;puas;lainnya;lainnya
Snowhite Solema;very helpful app;50;18/01/2021 19:26;puas;puas;sistem aplikasi;sistem aplikasi
Logha Devan;like +5;50;18/01/2021 17:05;puas;puas;lainnya;lainnya
Ahamed Sky;good service;50;18/01/2021 17:05;puas;puas;lainnya;lainnya
Cristina Reg;❤️;50;18/01/2021 16:45;puas;05/08/2020 12:29;lainnya;driver
Abdul Basyith;good;50;18/01/2021 16:22;puas;puas;lainnya;lainnya
Suseandi;whenever you need it... grab is there for you. satisfyingly satisfied.;50;18/01/2021 16:04;puas;netral;lainnya;sistem aplikasi
Dorina Lee;nice.;50;18/01/2021 16:00;puas;puas;driver;driver
Sam Jones;ovo payment method declined;50;18/01/2021 15:59;puas;tidak puas;lainnya;sistem aplikasi
Arif Budiman;good;50;18/01/2021 15:30;puas;puas;lainnya;lainnya
deva alefka;nice;50;18/01/2021 15:22;puas;puas;driver;driver
August Ardi;okeey;50;18/01/2021 15:13;puas;puas;lainnya;lainnya
Nadia Fatihah;it make me easy;50;18/01/2021 15:12;puas;puas;sistem aplikasi;sistem aplikasi
Bibi Kons;have no time delay for update;10;18/01/2021 14:39;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
i Message;return my money! its been over a month now. this should never have happened. you just took money to someone who doesnt owe you antyhing. #thief;10;18/01/2021 14:37;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Boboi Bob;nice;50;18/01/2021 14:33;puas;puas;driver;driver
Christin Johan Salimah;luar biasa... memang lebih unggul daripada tetangga sebelah;50;18/01/2021 14:32;puas;puas;lainnya;lainnya
Truong Kelly;ok;50;18/01/2021 14:27;puas;puas;lainnya;lainnya
Somalia Khaatumo;love;50;18/01/2021 14:26;puas;puas;lainnya;lainnya
Septi Anna;good;40;18/01/2021 14:24;puas;puas;lainnya;lainnya
WAR HAWKVLOGS;satisfied;40;18/01/2021 14:22;puas;puas;lainnya;lainnya
Leony Margaretha;well done;50;18/01/2021 13:53;puas;puas;lainnya;lainnya
Irfan Hermawan;good;50;18/01/2021 13:52;puas;puas;lainnya;lainnya
Kanokwan Trai.;ที่อยู่ผิดพลาด คนขับหลงหลายรอบมากกกกก;40;18/01/2021 13:45;puas;tidak puas;lainnya;lainnya
Meizo Hyung;better than other;50;18/01/2021 13:29;puas;puas;lainnya;sistem aplikasi
God Eshly;it bad;10;18/01/2021 13:09;tidak puas;tidak puas;lainnya;lainnya
Johan Axel Pariury;cancel button must be updated;40;18/01/2021 12:53;puas;netral;sistem aplikasi;sistem aplikasi
Jona Giovani;fast to get a car;50;18/01/2021 12:46;puas;puas;lainnya;sistem aplikasi
win ei;in driver is cheaper than grab;10;18/01/2021 12:43;tidak puas;tidak puas;driver;driver
Kheeper;too much advertising;10;18/01/2021 12:31;tidak puas;tidak puas;lainnya;lainnya
Melly rose Menoza;good quality;30;18/01/2021 12:25;netral;puas;lainnya;lainnya
Mayliza Valdez;very slow intalling the apps .. in so upset for this. why???;30;18/01/2021 12:22;netral;netral;sistem aplikasi;sistem aplikasi
DEVI DRAMAN;amazing;50;18/01/2021 12:19;puas;puas;lainnya;lainnya
Tin Kinam;aplikasi tidak dapat di install ulang;10;18/01/2021 12:15;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Cita Nisa Wahdani;dikit2 minta update. jd kalo lg urgent gabisa langsung dipakai. harus update dulu.;30;18/01/2021 11:58;netral;netral;sistem aplikasi;sistem aplikasi
Aliya Kate Go;hindi ko ma update;10;18/01/2021 11:56;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Endy Dwi Tjahjono;excellent app;50;18/01/2021 11:54;puas;puas;sistem aplikasi;sistem aplikasi
Fuad Albana;good app;50;18/01/2021 11:52;puas;puas;sistem aplikasi;sistem aplikasi
iAmBinC - bin;good!;50;18/01/2021 11:32;puas;puas;lainnya;lainnya
Vonny Pasagi;excelent;50;18/01/2021 11:19;puas;puas;lainnya;lainnya
Sammy Ing;cant choose difference location for grab food;20;18/01/2021 11:13;tidak puas;tidak puas;lainnya;sistem aplikasi
Amierah Tasya;goody apps;40;18/01/2021 11:11;puas;puas;sistem aplikasi;sistem aplikasi
Hary;light and easy application program;50;18/01/2021 11:08;puas;puas;sistem aplikasi;sistem aplikasi
fayaz ahamed;ok;50;18/01/2021 11:04;puas;puas;lainnya;lainnya
Kumar Kamar123;cancel;10;18/01/2021 10:56;tidak puas;tidak puas;lainnya;driver
Er Busu;very usefull & helpful app... during mco. tqvm grab especially grabfood.;50;18/01/2021 10:54;puas;puas;sistem aplikasi;sistem aplikasi
Master J-Dai;i'm enjoying use this app to buy food and beverages;50;18/01/2021 10:52;puas;puas;sistem aplikasi;sistem aplikasi
Preciouskhulet Lumague;👌;50;18/01/2021 10:49;puas;05/08/2020 12:29;lainnya;driver
Vicheka;i can't update the app. it's always pending;10;18/01/2021 10:48;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Reggie Best;excellent;50;18/01/2021 10:41;puas;puas;lainnya;lainnya
Kanipan San;best app & nice;50;18/01/2021 10:40;puas;puas;driver;driver
Anne Palihan;thumbs up;50;18/01/2021 10:34;puas;puas;lainnya;lainnya
Christophe Oudin (perso);the best service ever for singaporeans by singaporeans.;50;18/01/2021 10:33;puas;puas;lainnya;lainnya
Kunouddom Tep;good and easy to use;40;18/01/2021 10:25;puas;puas;sistem aplikasi;sistem aplikasi
Rhanz Lusdi;thank you;50;18/01/2021 10:23;puas;puas;lainnya;lainnya
Henrietta Nam Lee Ha;i think there is no need to rush to me if i bought the insurance because this will impose pŕessure on the grab driver and me also.;50;18/01/2021 10:23;puas;tidak puas;driver;driver
Mela puspita;good transport;50;18/01/2021 10:19;puas;puas;lainnya;lainnya
aris setiawan;mahal ajg;10;18/01/2021 10:16;tidak puas;tidak puas;lainnya;lainnya
DINI MAYDITTA;good;50;18/01/2021 10:13;puas;puas;lainnya;lainnya
Jayasri Ravendran;drivers don't know how to use chat and call functions and wasting ppl's time.;50;18/01/2021 10:09;puas;tidak puas;driver;driver
Meilany Soejanto;love this app. very easy to use. more rewards please 🥰;50;18/01/2021 10:03;puas;puas;sistem aplikasi;sistem aplikasi
CHOONG ENG SHAN;easy and good 👍;50;18/01/2021 10:02;puas;puas;sistem aplikasi;sistem aplikasi
King AR;good apps;50;18/01/2021 09:54;puas;puas;sistem aplikasi;sistem aplikasi
pittpicha Siriudomseth;variable food delivering service;50;18/01/2021 09:53;puas;puas;lainnya;lainnya
nerisu hamasah;good apps;50;18/01/2021 09:48;puas;puas;sistem aplikasi;sistem aplikasi
Jazmina Fuentes;sometimes good sometimes not good;50;18/01/2021 09:47;puas;puas;lainnya;lainnya
Fredelina Kiera;five star 💖💖;50;18/01/2021 09:40;puas;puas;lainnya;lainnya
Rusminih Meli;awful;10;18/01/2021 09:38;tidak puas;tidak puas;lainnya;sistem aplikasi
Devin;simply the best;50;18/01/2021 09:34;puas;puas;lainnya;lainnya
Fitri Fitri;asu ga bisa login;10;18/01/2021 09:28;tidak puas;tidak puas;sistem aplikasi;sistem aplikasi
Cindy Situmeang;👍;50;18/01/2021 09:27;puas;05/08/2020 12:29;lainnya;driver
Visesha Viki;it is good transport and i love this app;50;18/01/2021 09:24;puas;puas;sistem aplikasi;sistem aplikasi
Nazrul Islam;েক;50;18/01/2021 09:23;puas;05/08/2020 12:29;lainnya;driver
amielperry aguite;user friendly and very convinient;50;18/01/2021 09:23;puas;puas;lainnya;lainnya
June Ceasar Sorano;rude riders drivers;10;18/01/2021 09:18;tidak puas;tidak puas;driver;driver
Syed Hud;easy to.used;50;18/01/2021 09:13;puas;puas;sistem aplikasi;sistem aplikasi
